Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      1152082     44556705          32 3.09658E+06 1392397046 .TAU application
 80.4         1229     35843158          32      127663 1120098694 Driver_Main
 77.4       126687     34482735         288 9.12834E+06  119731719 Mesh::Initialize
  0.0        0.225        0.225        0.75           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf40] [device=0]
  0.0        0.225        0.225        0.75           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf38] [device=0]
  0.0        0.225        0.225        0.75           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf20] [device=0]
  0.0        0.223        0.223        0.75           0        298 Kokkos::parallel_for Kokkos::View::initialization [recvbuf43] [device=0]
  0.0        0.221        0.221        0.75           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf46] [device=0]
  0.0        0.220        0.220        0.75           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf37] [device=0]
  0.0        0.220        0.220        0.75           0        293 Kokkos::parallel_for Kokkos::View::initialization [recvbuf23] [device=0]
  0.0        0.219        0.219        0.75           0        292 Kokkos::parallel_for Kokkos::View::initialization [recvbuf42] [device=0]
  0.0        0.218        0.218        0.75           0        291 Kokkos::parallel_for Kokkos::View::initialization [recvbuf36] [device=0]
  0.0        0.218        0.218        0.75           0        291 Kokkos::parallel_for Kokkos::View::initialization [recvbuf30] [device=0]
  0.0        0.218        0.218        0.75           0        290 Kokkos::parallel_for Kokkos::View::initialization [recvbuf39] [device=0]
  0.0        0.217        0.217        0.75           0        290 Kokkos::parallel_for Kokkos::View::initialization [recvbuf24] [device=0]
  0.0        0.216        0.216        0.75           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf33] [device=0]
  0.0        0.216        0.216        0.75           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf25] [device=0]
  0.0        0.212        0.212      0.9375           0        226 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same13] [device=0]
  0.0        0.211        0.211        0.75           0        281 Kokkos::parallel_for Kokkos::View::initialization [recvbuf34] [device=0]
  0.0        0.211        0.211        0.75           0        281 Kokkos::parallel_for Kokkos::View::initialization [recvbuf44] [device=0]
  0.0        0.208        0.208     0.78125           0        266 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same14] [device=0]
  0.0        0.207        0.207        0.75           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf28] [device=0]
  0.0        0.201        0.201        0.75           0        268 Kokkos::parallel_for Kokkos::View::initialization [recvbuf32] [device=0]
  0.0        0.199        0.199        0.75           0        266 Kokkos::parallel_for Kokkos::View::initialization [recvbuf35] [device=0]
  0.0        0.194        0.194        0.75           0        259 Kokkos::parallel_for Kokkos::View::initialization [recvbuf31] [device=0]
  0.0        0.190        0.190        0.75           0        253 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same15] [device=0]
  0.0        0.177        0.177     0.71875           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same16] [device=0]
  0.0        0.173        0.173     0.59375           0        291 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same35] [device=0]
  0.0        0.169        0.169     0.59375           0        285 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same29] [device=0]
  0.0        0.169        0.169      0.5625           0        300 Kokkos::parallel_for Kokkos::View::initialization [recvbuf47] [device=0]
  0.0        0.168        0.168     0.59375           0        282 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same30] [device=0]
  0.0        0.166        0.166      0.6875           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same17] [device=0]
  0.0        0.165        0.165     0.59375           0        278 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same42] [device=0]
  0.0        0.164        0.164       93.75           0          2 MPI_Irecv() 
  0.0        0.161        0.161     0.59375           0        271 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same36] [device=0]
  0.0        0.160        0.160     0.59375           0        269 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same28] [device=0]
  0.0        0.159        0.159     0.53125           0        299 Kokkos::parallel_for Kokkos::View::initialization [recvbuf48] [device=0]
  0.0        0.159        0.159     0.59375           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same34] [device=0]
  0.0        0.158        0.158     0.59375           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same31] [device=0]
  0.0        0.158        0.158     0.65625           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same18] [device=0]
  0.0        0.158        0.158     0.59375           0        266 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same37] [device=0]
  0.0        0.156        0.156     0.59375           0        263 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same38] [device=0]
  0.0        0.153        0.153     0.59375           0        258 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same39] [device=0]
  0.0        0.153        0.153     0.53125           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf49] [device=0]
  0.0        0.152        0.152      0.5625           0        271 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same43] [device=0]
  0.0        0.151        0.151     0.59375           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same41] [device=0]
  0.0        0.148        0.148     0.53125           0        279 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same45] [device=0]
  0.0        0.147        0.147     0.59375           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same27] [device=0]
  0.0        0.147        0.147     0.59375           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same32] [device=0]
  0.0        0.147        0.147     0.59375           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same23] [device=0]
  0.0        0.147        0.147     0.59375           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same40] [device=0]
  0.0        0.147        0.147     0.59375           0        247 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same33] [device=0]
  0.0        0.147        0.147      0.5625           0        261 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same21] [device=0]
  0.0        0.146        0.146     0.59375           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same25] [device=0]
  0.0        0.146        0.146       0.625           0        233 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same19] [device=0]
  0.0        0.144        0.144     0.59375           0        242 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same24] [device=0]
  0.0        0.142        0.142     0.53125           0        268 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same44] [device=0]
  0.0        0.142        0.142     0.59375           0        239 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same26] [device=0]
  0.0        0.140        0.140     0.59375           0        235 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same22] [device=0]
  0.0        0.138        0.138         0.5           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf50] [device=0]
  0.0        0.137        0.137          12           0         11 MakeOutputs
  0.0        0.136        0.136     0.59375           0        229 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same20] [device=0]
  0.0        0.128        0.128      0.4375           0        292 Kokkos::parallel_for Kokkos::View::initialization [recvbuf51] [device=0]
  0.0        0.124        0.124     0.40625           0        305 Kokkos::parallel_for Kokkos::View::initialization [recvbuf52] [device=0]
  0.0        0.124        0.124         0.5           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same46] [device=0]
  0.0        0.111        0.111       0.375           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf57] [device=0]
  0.0        0.111        0.111       0.375           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf53] [device=0]
  0.0        0.110        0.110       0.375           0        294 Kokkos::parallel_for Kokkos::View::initialization [recvbuf56] [device=0]
  0.0        0.107        0.107     0.40625           0        262 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same49] [device=0]
